label,id,itemId,name,count,apiName,description,userLicense,editReadonlyFields,manageLoginAccessPolicies,managePasswordPolicies,manageProfilesPermissionsets,manageRoles,manageSharing,manageUsers,modifyAllData,resetPasswords,viewAllData,exportReport,dataExport,modifyAllPermission,apiEnabled,authorApex,canApproveUninstalledApps,namespace,isCustom,createdAt,updatedAt
C2CAiWorkbenchPlatformMetabolismServicePermSet,2706537,,C2CAiWorkbenchPlatformMetabolismServicePermSet,0,force__C2CAiWorkbenchPlatformMetabolismServicePermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
C2CAnalyticsStoragePermSet,2706538,,C2CAnalyticsStoragePermSet,0,force__C2CAnalyticsStoragePermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
C2CCapstonePermSet,2706539,,C2CCapstonePermSet,0,force__C2CCapstonePermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
C2CE360EmailPermSet,2706540,,C2CE360EmailPermSet,0,force__C2CE360EmailPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Salesforce CMS Integration Admin,2706541,,Salesforce CMS Integration Admin,0,force__C2CHeadlessCMSAccessPermSet,Gives the admin data access and the permissions to integrate Salesforce CMS with any endpoint.,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
C2CMcpServicePermSet,2706542,,C2CMcpServicePermSet,0,force__C2CMcpServicePermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
CRM User,2706543,,CRM User,0,force__CRMUserPsl,Denotes that the user is a Sales Cloud or Service Cloud user.,CRM User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Code Builder,2706544,,Code Builder,2,CodeBuilder__CodeBuilderGroup,,,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,CodeBuilder,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.667Z
Code Builder User,2706545,,Code Builder User,0,force__CodeBuilderUserPsl,Enables the user to create and access Code Builder environments.,Code Builder,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
ConnectivityServiceCASCPermSet,2706546,,ConnectivityServiceCASCPermSet,0,force__ConnectivityServiceCASCPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Contact Intelligence View for Partners (Partner Community Login license),2706547,,Contact Intelligence View for Partners (Partner Community Login license),0,force__ContactInspectionForPartnersPartnerCommunityLoginUser,Gives partner users access to Contact Intelligence View features.,Partner Community Login,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Contact Intelligence View for Partners (Partner Community license),2706548,,Contact Intelligence View for Partners (Partner Community license),0,force__ContactInspectionForPartnersPartnerCommunityUser,Gives partner users access to Contact Intelligence View features.,Partner Community,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Agentforce Default Admin,2706549,,Agentforce Default Admin,0,force__CopilotSalesforceAdmin,Allows users to build and manage in-org copilots.,Agentforce (Default),false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
CopilotSalesforceAdminPSG,2706550,,CopilotSalesforceAdminPSG,2,force__CopilotSalesforceAdminPSG,,,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.670Z
Access Agentforce Default Agent,2706551,,Access Agentforce Default Agent,0,force__CopilotSalesforceUser,Gives users access to the default Agentforce agent in Salesforce.,Agentforce (Default),false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
CopilotSalesforceUserPSG,2706552,,CopilotSalesforceUserPSG,2,force__CopilotSalesforceUserPSG,,,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.673Z
Data Cloud Home Org Integration User,2706553,,Data Cloud Home Org Integration User,0,force__D360HomeOrgPermSet,Allows integration user to access entities specific to Remote Data Cloud.,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
DCToDCSharingSetupC2CPermSet,2706554,,DCToDCSharingSetupC2CPermSet,0,force__DCToDCSharingSetupC2CPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
DataCleanRoomPermSet,2706555,,DataCleanRoomPermSet,0,force__DataCleanRoomPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Data Cloud Activation Manager,2706556,,Data Cloud Activation Manager,0,force__DataCloudActManager,"Allows users to manage segmentation, activation, activation targets, and queries. Allows view-only access to some other Data Cloud features and data.",Data Cloud,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Data Cloud Activation Specialist,2706557,,Data Cloud Activation Specialist,0,force__DataCloudActSpecialist,"Allows users to manage segmentation, activation, and queries. Allows view-only access to some other Data Cloud features, including activation targets.",Data Cloud,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
DeliveryEstimationServicePermSet,2706558,,DeliveryEstimationServicePermSet,0,force__DeliveryEstimationServicePermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
E360 Messaging Integration User,2706559,,E360 Messaging Integration User,0,force__E360MessagingC2CPermSet,Allows integration user to access features specific to E360 Messaging.,Cloud Integration User,false,true,true,false,true,true,true,false,true,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
E360UEC2CPermSet,2706560,,E360UEC2CPermSet,0,force__E360UEC2CPermSet,,Cloud Integration User,false,true,true,false,true,true,true,false,true,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Einstein Article Recommendation for Conversations,2706561,,Einstein Article Recommendation for Conversations,0,force__EinsteinARForConversations,Give users access to Einstein Article Recommendation for Conversations.,Einstein GPT Article Recommendations for Conversations,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
CRM Analytics Platform Admin,2706562,,CRM Analytics Platform Admin,0,force__EinsteinAnalyticsAdmin,"Create and customize CRM Analytics apps, dashboards, datasets and data flows.",Analytics Platform,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
CRM Analytics Plus Admin,2706563,,CRM Analytics Plus Admin,0,force__EinsteinAnalyticsPlusAdmin,Access to all features enabled by CRM Analytics Plus license,CRM Analytics Plus,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
CRM Analytics Plus User,2706564,,CRM Analytics Plus User,0,force__EinsteinAnalyticsPlusUser,Access to read only features enabled by CRM Analytics Plus license,CRM Analytics Plus,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
CRM Analytics Platform User,2706565,,CRM Analytics Platform User,0,force__EinsteinAnalyticsUser,View CRM Analytics apps and dashboards.,Analytics Platform,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Prompt Template Manager,2706566,,Prompt Template Manager,0,force__EinsteinGPTPromptTemplateManager,Manage prompt templates using Prompt Builder and run them using generative AI features.,Einstein Prompt Templates,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Prompt Template User,2706567,,Prompt Template User,0,force__EinsteinGPTPromptTemplateUser,Run prompt templates using generative AI features.,Einstein Prompt Templates,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Einstein Sales Call Summaries,2706568,,Einstein Sales Call Summaries,0,force__EinsteinGPTSalesCallSummaries,Allows users to generate summaries for calls.,Einstein Conversation Insights AI User License,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Einstein Sales Emails,2706569,,Einstein Sales Emails,0,force__EinsteinGPTSalesEmails,Access Sales Emails features to write emails using Einstein for Sales.,Einstein GPT Sales Emails,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Einstein Sales Summaries User,2706570,,Einstein Sales Summaries User,0,force__EinsteinGPTSalesSummaries,"Lets users create sales summaries for accounts, contacts, leads, and opportunities with generative AI.",Einstein Sales Summaries,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Einstein AI-Generated Search Answers,2706571,,Einstein AI-Generated Search Answers,0,force__EinsteinGPTSearchAnswers,Provides user access to Einstein AI-Generated Search Answers.,Einstein GPT Search Answers,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Einstein Service Email Assistant User,2706572,,Einstein Service Email Assistant User,0,force__EinsteinGPTServiceEmailAssistant,Use Service Email Assistant features to write emails with Einstein.,Einstein Service Email Assistant,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Service Replies User,2706573,,Service Replies User,0,force__EinsteinGPTServiceReplies,Give users access to Einstein Service Replies for chat.,Einstein GPT Service Replies,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Email Response User,2706574,,Email Response User,0,force__EinsteinGPTServiceRepliesForEmail,Give users access to Einstein Service Replies for email.,Einstein GPT Service Replies For Email,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Work Summaries User,2706575,,Work Summaries User,0,force__EinsteinGPTWorkSummaries,Give users access to Einstein Work Summaries.,Einstein GPT Work Summaries,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Event Monitoring User,2706576,,Event Monitoring User,0,force__EventMonitoringPermSet,"Query all Event Monitoring data, including Event Log Files, Event Log Objects, Real-Time Events, and Threat Detection.",Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Event Monitoring Analytics Admin,2706577,,Event Monitoring Analytics Admin,0,force__EventMonitoringWaveAdmin,Create and customize Event Monitoring Analytics apps and data flows.,Event Monitoring Analytics Apps,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Event Monitoring Analytics User,2706578,,Event Monitoring Analytics User,0,force__EventMonitoringWaveUser,View Event Monitoring Analytics apps.,Event Monitoring Analytics Apps,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
FieldServiceMobileStandardPermSet,2706579,,FieldServiceMobileStandardPermSet,0,force__FieldServiceMobileStandardPermSet,Give your mobile workforce access to the Field Service mobile app. Set them up with the right user license and permissions.,Field Service Mobile,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Data Cloud Architect,2706580,,Data Cloud Architect,0,force__GenieAdmin,Allows access to Data Cloud Setup if the user is also a Salesforce admin and management of all standard Data Cloud functionality and data.,Data Cloud,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
(Legacy) Data Cloud Marketing Admin,2706581,,(Legacy) Data Cloud Marketing Admin,0,force__GenieMarketingAdmin,"Allows access to Data Cloud Setup if the user is also a Salesforce admin, management of all standard Data Cloud functionality and data, and view access to segmentation and activation.",Customer Data Cloud for Marketing,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
(Legacy) Data Cloud Data Aware Specialist,2706582,,(Legacy) Data Cloud Data Aware Specialist,0,force__GenieMarketingDataAwareSpecialistEnhancedSecurity,"Allows management of all standard Data Cloud functionality and data, and view access to segmentation and activation.",Customer Data Cloud for Marketing,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
(Legacy) Data Cloud Marketing Manager,2706583,,(Legacy) Data Cloud Marketing Manager,0,force__GenieMarketingManagerEnhancedSecurity,"Allows users to manage segmentation, activation, and activation targets. Allows view-only access to some other Data Cloud features and data.",Customer Data Cloud for Marketing,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
(Legacy) Data Cloud Marketing Specialist,2706584,,(Legacy) Data Cloud Marketing Specialist,0,force__GenieMarketingSpecialistEnhancedSecurity,Allows users to manage segmentation. Allows view-only access to activations.,Customer Data Cloud for Marketing,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Data Cloud User,2706585,,Data Cloud User,0,force__GenieUserEnhancedSecurity,Gives view access to Data Cloud,Data Cloud,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
C360 High Scale Flow Integration User,2706586,,C360 High Scale Flow Integration User,0,force__HighScaleFlowC2CPermSet,Allows integration user to access features specific to C360 High Scale Flow.,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
HyperionCASCPermSet,2706587,,HyperionCASCPermSet,0,force__HyperionCASCPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Inbox With Einstein Activity Capture,2706588,,Inbox With Einstein Activity Capture,0,force__InboxWithEinsteinActivityCapture,Access to Inbox with Einstein Activity Capture,Inbox,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Inbox Without Einstein Activity Capture,2706589,,Inbox Without Einstein Activity Capture,0,force__InboxWithoutEinsteinActivityCapture,Access to Inbox without Einstein Activity Capture,Inbox,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Integration Intelligence SSO Data Space,2706590,,Integration Intelligence SSO Data Space,0,force__IntegrationIntelligenceSSODataSpace,Enables SSO users to be aware of selected Data Space.,Data Cloud,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Lead Intelligence View for Partners (Partner Community Login license),2706591,,Lead Intelligence View for Partners (Partner Community Login license),0,force__LeadInspectionForPartnersPartnerCommunityLoginUser,Gives partner users access to Lead Intelligence View features.,Partner Community Login,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Lead Intelligence View for Partners (Partner Community license),2706592,,Lead Intelligence View for Partners (Partner Community license),0,force__LeadInspectionForPartnersPartnerCommunityUser,Gives partner users access to Lead Intelligence View features.,Partner Community,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MDF for Channel Managers,2706593,,MDF for Channel Managers,0,force__MDFForChannelManagers,Gives channel managers access to MDF related objects.,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MDF for Partner Community Login Users,2706594,,MDF for Partner Community Login Users,0,force__MDFForPartnerCommunityLoginUsers,Gives partner community login users access to MDF related objects.,Partner Community Login,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MDF for Partner Community Users,2706595,,MDF for Partner Community Users,0,force__MDFForPartnerCommunityUsers,Gives partner community users access to MDF related objects.,Partner Community,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Manage External Users Permission Set for Channel Managers,2706596,,Manage External Users Permission Set for Channel Managers,0,force__ManageExternalUsersPermissionSet,Gives channel managers permission to create partner accounts and partner users.,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Salesforce Mobile Publisher Admin,2706597,,Salesforce Mobile Publisher Admin,0,force__ManageMobilePublisherIntegrationPermSet,Gives the data access and the permissions to integrate Mobile Publisher API endpoint.,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Manage Subscriptions in Your Account: Salesforce User,2706598,,Manage Subscriptions in Your Account: Salesforce User,0,force__ManageSubscriptionsYourAccount,Provides access to the Your Account app for CRM users to manage Salesforce subscriptions and purchase licenses.,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Marketing Cloud Admin,2706599,,Marketing Cloud Admin,0,force__MarketingCloudAdmin,"Allows access to Marketing Cloud Setup. Gives full control of campaigns, segments, and flows.",Marketing Cloud,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MarketingCloudEngagementTransformationC2CPermSet,2706600,,MarketingCloudEngagementTransformationC2CPermSet,0,force__MarketingCloudEngagementTransformationC2CPermSet,,Cloud Integration User,false,true,true,true,true,true,true,false,true,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Marketing Cloud Manager,2706601,,Marketing Cloud Manager,0,force__MarketingCloudManager,"Import data and create, edit, and delete campaigns, segments, and non-Setup flows.",Marketing Cloud,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MarketingCloudPublishingC2CPermSet,2706602,,MarketingCloudPublishingC2CPermSet,0,force__MarketingCloudPublishingC2CPermSet,,Cloud Integration User,false,false,false,true,false,false,true,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Marketing Cloud Reporting C2C Perm,2706603,,Marketing Cloud Reporting C2C Perm,0,force__MarketingCloudReportingC2CPermSet,Allows MCR app to access data from core,Cloud Integration User,false,false,false,true,false,false,true,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Metadata Studio User,2706604,,Metadata Studio User,0,force__MetadataStudioUser,View Metadata Studio tab.,Einstein GPT Metadata Studio,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Enhanced Mobile App Security User,2706605,,Enhanced Mobile App Security User,0,force__MobileAppSecurityUser,Enforce admin-assigned enhanced mobile app security policies.,Enhanced Mobile App Security User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Mobile Offline App Plus User,2706606,,Mobile Offline App Plus User,0,force__MobileOfflineAppPlusUser,Allow offline capable LWCs on Salesforce mobile.,Mobile Offline App Plus User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MuleSoftEinsteinPermSet,2706607,,MuleSoftEinsteinPermSet,0,force__MuleSoftEinsteinPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MuleSoftPublishInvocableActionsC2CPermSet,2706608,,MuleSoftPublishInvocableActionsC2CPermSet,0,force__MuleSoftPublishInvocableActionsC2CPermSet,,Cloud Integration User,false,false,false,true,false,false,true,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MuleSoftSeamlessLoginC2CPermSet,2706609,,MuleSoftSeamlessLoginC2CPermSet,0,force__MuleSoftSeamlessLoginC2CPermSet,,Cloud Integration User,false,false,false,true,false,false,true,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
MuleSoftXAPIAIPermSet,2706610,,MuleSoftXAPIAIPermSet,0,force__MuleSoftXAPIAIPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Orchestration Process Manager,2706611,,Orchestration Process Manager,0,force__OrchestrationProcessManagerPermissionSet,Manage orchestration process-related information in the Automation app.,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Channel Manager,2706612,,Channel Manager,0,force__PRMChannelManagerPermissionSet,Gives channel managers access to the Channel Management Console app.,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
PRM for Slack Partner app User (Partner Community Login license),2706613,,PRM for Slack Partner app User (Partner Community Login license),0,force__PRMForSlackPartnerCommunityLoginUser,Gives the user with a Partner license access to the Partner Relationship Management for Slack app.,Partner Community Login,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
PRM for Slack Partner app User (Partner Community license),2706614,,PRM for Slack Partner app User (Partner Community license),0,force__PRMForSlackPartnerCommunityUser,Gives the user with a Partner license access to the Partner Relationship Management for Slack app.,Partner Community,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
PRM for Slack app Salesforce User,2706615,,PRM for Slack app Salesforce User,0,force__PRMForSlackPartnerManagerPermSet,Gives Partner Account Manager administrative access to the Partner Relationship Management for Slack app.,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Account Engagement - Connect API C2C User Permission,2706616,,Account Engagement - Connect API C2C User Permission,0,force__PardotCdpConnectApiPermSet,"Enables features related to the integration between Account Engagement and Data Cloud, including the ability for Account Engagement to query Data Cloud Connect APIs",Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
PartnerCloudChannelManagerPsg,2706617,,PartnerCloudChannelManagerPsg,0,force__PartnerCloudChannelManagerPsg,,,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
PartnerCloudPartnerUserPsg,2706618,,PartnerCloudPartnerUserPsg,0,force__PartnerCloudPartnerUserPsg,,,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Partner Connect Partner Admin Setup,2706619,,Partner Connect Partner Admin Setup,0,force__PartnerConnectPartnerAdminSetup,Set up Partner Connect from a partner org. Partner Connect is a Partner Relationship Management (PRM) feature that lets vendors and partners integrate records between their orgs.,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Prism Backoffice User,2706620,,Prism Backoffice User,0,force__PrismBackofficeUser,View Prism Backoffice page.,Einstein GPT Metadata Studio,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Prism Playground User,2706621,,Prism Playground User,0,force__PrismPlaygroundUser,View Prism Playground tab.,Einstein GPT Metadata Studio,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
PromptTemplatePermSet,2706622,,PromptTemplatePermSet,0,force__PromptTemplatePermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
RPAC2CPermSet,2706623,,RPAC2CPermSet,0,force__RPAC2CPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
RegrelloC2CPermSet,2706624,,RegrelloC2CPermSet,0,force__RegrelloC2CPermSet,,Cloud Integration User,false,false,false,true,false,false,true,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Sales Analytics Admin,2706625,,Sales Analytics Admin,0,force__SalesAnalyticsAdmin,Create and customize Sales Analytics apps and data flows.,Sales Analytics Apps,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Sales Analytics User,2706626,,Sales Analytics User,0,force__SalesAnalyticsUser,View Sales Analytics apps.,Sales Analytics Apps,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Sales Cloud Einstein,2706627,,Sales Cloud Einstein,0,force__SalesCloudEinsteinAll,Access to Sales Cloud Einstein,Sales Cloud Einstein,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Sales Cloud Einstein for Partners,2706628,,Sales Cloud Einstein for Partners,0,force__SalesCloudEinsteinForPartners,Gives permissions to integrate Einstein features into PRM,Sales Cloud Einstein for Partners,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
